country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Iceland,IS,ISL,356991,2020-05-05,3,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-05,680,90,Country_Website
Italy,IT,ITA,60359546,2020-05-05,17697,1427,Country_Github
Latvia,LV,LVA,1919968,2020-05-05,33,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-05,104,23,Country_Website
Malta,MT,MLT,493559,2020-05-05,,0,Surveillance
Netherlands,NL,NLD,17282163,2020-05-05,,570,Other Website
Norway,NO,NOR,5328212,2020-05-05,71,,Country_API
Poland,PL,POL,37972812,2020-05-05,2738,,Surveillance
Portugal,PT,PRT,10276617,2020-05-05,818,134,Country_Website
Romania,RO,ROU,19414458,2020-05-05,,244,Country_Website
Slovakia,SK,SVK,5450421,2020-05-05,159,,JRC
Slovenia,SI,SVN,2080908,2020-05-05,55,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-05,12143,,Country_Website
Austria,AT,AUT,8858775,2020-05-04,420,111,Country_Website
Belgium,BE,BEL,11455519,2020-05-04,3082,646,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-04,321,40,External_Github
Croatia,HR,HRV,4076246,2020-05-04,228,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-04,236,55,Country_Website
Denmark,DK,DNK,5806081,2020-05-04,252,57,Country_Website
Estonia,EE,EST,1324820,2020-05-04,69,10,Country_API
Finland,FI,FIN,5517919,2020-05-04,197,49,External_Github
France,FR,FRA,67012883,2020-05-04,25472,3639,Country_Website
Iceland,IS,ISL,356991,2020-05-04,3,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-04,672,91,Country_Website
Italy,IT,ITA,60359546,2020-05-04,18302,1479,Country_Github
Latvia,LV,LVA,1919968,2020-05-04,34,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-04,96,25,Country_Website
Malta,MT,MLT,493559,2020-05-04,,0,Surveillance
Netherlands,NL,NLD,17282163,2020-05-04,,612,Other Website
Norway,NO,NOR,5328212,2020-05-04,82,,Country_API
Poland,PL,POL,37972812,2020-05-04,2653,,Surveillance
Portugal,PT,PRT,10276617,2020-05-04,813,143,Country_Website
Romania,RO,ROU,19414458,2020-05-04,,243,Country_Website
Slovakia,SK,SVK,5450421,2020-05-04,150,,JRC
Slovenia,SI,SVN,2080908,2020-05-04,58,20,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-04,12474,,Country_Website
Austria,AT,AUT,8858775,2020-05-03,422,114,Country_Website
Belgium,BE,BEL,11455519,2020-05-03,3044,655,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-03,321,40,External_Github
Croatia,HR,HRV,4076246,2020-05-03,231,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-03,232,50,Country_Website
Denmark,DK,DNK,5806081,2020-05-03,243,62,Country_Website
Estonia,EE,EST,1324820,2020-05-03,77,9,Country_API
Finland,FI,FIN,5517919,2020-05-03,185,49,External_Github
France,FR,FRA,67012883,2020-05-03,25739,3762,Country_Website
Iceland,IS,ISL,356991,2020-05-03,5,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-03,684,93,Country_Website
Italy,IT,ITA,60359546,2020-05-03,18743,1501,Country_Github
Latvia,LV,LVA,1919968,2020-05-03,33,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-03,99,26,Country_Website
Malta,MT,MLT,493559,2020-05-03,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-05-03,,621,Other Website
Norway,NO,NOR,5328212,2020-05-03,80,,Country_API
Poland,PL,POL,37972812,2020-05-03,2761,,Surveillance
Portugal,PT,PRT,10276617,2020-05-03,856,144,Country_Website
Romania,RO,ROU,19414458,2020-05-03,,255,Country_Website
Slovakia,SK,SVK,5450421,2020-05-03,137,,JRC
Slovenia,SI,SVN,2080908,2020-05-03,58,20,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-03,12588,,Country_Website
Austria,AT,AUT,8858775,2020-05-02,428,114,Country_Website
Belgium,BE,BEL,11455519,2020-05-02,3080,684,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-02,321,43,External_Github
Croatia,HR,HRV,4076246,2020-05-02,239,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-02,233,50,Country_Website
Denmark,DK,DNK,5806081,2020-05-02,232,60,Country_Website
Estonia,EE,EST,1324820,2020-05-02,77,9,Country_API
Finland,FI,FIN,5517919,2020-05-02,182,52,External_Github
France,FR,FRA,67012883,2020-05-02,25751,3770,Country_Website
Iceland,IS,ISL,356991,2020-05-02,6,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-02,705,99,Country_Website
Italy,IT,ITA,60359546,2020-05-02,18896,1539,Country_Github
Latvia,LV,LVA,1919968,2020-05-02,34,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-02,101,27,Country_Website
Malta,MT,MLT,493559,2020-05-02,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-05-02,,635,Other Website
Norway,NO,NOR,5328212,2020-05-02,81,,Country_API
Poland,PL,POL,37972812,2020-05-02,2649,,Surveillance
Portugal,PT,PRT,10276617,2020-05-02,855,150,Country_Website
Romania,RO,ROU,19414458,2020-05-02,,265,Country_Website
Slovakia,SK,SVK,5450421,2020-05-02,142,,JRC
Slovenia,SI,SVN,2080908,2020-05-02,60,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-02,12744,,Country_Website
Belgium,BE,BEL,11455519,2020-05-01,3109,690,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-01,317,43,External_Github
Croatia,HR,HRV,4076246,2020-05-01,245,,Country_Website
Czechia,CZ,CZE,10649800,2020-05-01,244,55,Country_Website
Denmark,DK,DNK,5806081,2020-05-01,249,61,Country_Website
Estonia,EE,EST,1324820,2020-05-01,75,9,Country_API
Finland,FI,FIN,5517919,2020-05-01,185,49,External_Github
France,FR,FRA,67012883,2020-05-01,25809,3819,Country_Website
Iceland,IS,ISL,356991,2020-05-01,6,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-01,740,99,Country_Website
Italy,IT,ITA,60359546,2020-05-01,19147,1578,Country_Github
Latvia,LV,LVA,1919968,2020-05-01,34,,Surveillance
Luxembourg,LU,LUX,613894,2020-05-01,107,28,Country_Website
Malta,MT,MLT,493559,2020-05-01,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-05-01,,673,Other Website
Norway,NO,NOR,5328212,2020-05-01,82,,Country_API
Poland,PL,POL,37972812,2020-05-01,2789,,Surveillance
Portugal,PT,PRT,10276617,2020-05-01,892,154,Country_Website
Romania,RO,ROU,19414458,2020-05-01,,249,Country_Website
Slovakia,SK,SVK,5450421,2020-05-01,176,,JRC
Slovenia,SI,SVN,2080908,2020-05-01,58,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-01,13031,,Country_Website
Austria,AT,AUT,8858775,2020-04-30,500,128,Country_Website
Belgium,BE,BEL,11455519,2020-04-30,3386,749,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-30,317,40,External_Github
Croatia,HR,HRV,4076246,2020-04-30,261,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-30,273,60,Country_Website
Denmark,DK,DNK,5806081,2020-04-30,255,62,Country_Website
Estonia,EE,EST,1324820,2020-04-30,72,9,Country_API
Finland,FI,FIN,5517919,2020-04-30,187,48,External_Github
France,FR,FRA,67012883,2020-04-30,26192,3947,Country_Website
Iceland,IS,ISL,356991,2020-04-30,5,0,Country_Website
Ireland,IE,IRL,4904240,2020-04-30,736,106,Country_Website
Italy,IT,ITA,60359546,2020-04-30,19843,1694,Country_Github
Latvia,LV,LVA,1919968,2020-04-30,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-30,94,27,Country_Website
Malta,MT,MLT,493559,2020-04-30,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-04-30,,708,Other Website
Norway,NO,NOR,5328212,2020-04-30,98,,Country_API
Poland,PL,POL,37972812,2020-04-30,3012,,Surveillance
Portugal,PT,PRT,10276617,2020-04-30,968,172,Country_Website
Romania,RO,ROU,19414458,2020-04-30,,221,Country_Website
Slovakia,SK,SVK,5450421,2020-04-30,181,,JRC
Slovenia,SI,SVN,2080908,2020-04-30,63,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-30,13455,,Country_Website
Austria,AT,AUT,8858775,2020-04-29,517,131,Surveillance
Belgium,BE,BEL,11455519,2020-04-29,3609,769,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-29,287,39,External_Github
Croatia,HR,HRV,4076246,2020-04-29,269,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-29,286,64,Country_Website
Denmark,DK,DNK,5806081,2020-04-29,267,66,Country_Website
Estonia,EE,EST,1324820,2020-04-29,77,12,Country_API
Finland,FI,FIN,5517919,2020-04-29,208,51,External_Github
France,FR,FRA,67012883,2020-04-29,26736,4128,Country_Website
Iceland,IS,ISL,356991,2020-04-29,6,0,Country_Website
Ireland,IE,IRL,4904240,2020-04-29,760,103,Country_Website
Italy,IT,ITA,60359546,2020-04-29,21005,1795,Country_Github
Latvia,LV,LVA,1919968,2020-04-29,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-29,105,27,Country_Website
Malta,MT,MLT,493559,2020-04-29,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-04-29,,732,Other Website
Norway,NO,NOR,5328212,2020-04-29,114,,Country_API
Poland,PL,POL,37972812,2020-04-29,2973,,Surveillance
Portugal,PT,PRT,10276617,2020-04-29,980,169,Country_Website
Romania,RO,ROU,19414458,2020-04-29,,247,Country_Website
Slovakia,SK,SVK,5450421,2020-04-29,180,,JRC
Slovenia,SI,SVN,2080908,2020-04-29,70,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-29,13830,,Country_Website
Austria,AT,AUT,8858775,2020-04-28,561,136,Surveillance
Belgium,BE,BEL,11455519,2020-04-28,3733,797,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-28,301,39,External_Github
Croatia,HR,HRV,4076246,2020-04-28,287,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-28,306,68,Country_Website
Denmark,DK,DNK,5806081,2020-04-28,284,66,Country_Website
Estonia,EE,EST,1324820,2020-04-28,87,13,Country_API
Finland,FI,FIN,5517919,2020-04-28,200,56,External_Github
France,FR,FRA,67012883,2020-04-28,27607,4392,Country_Website
Iceland,IS,ISL,356991,2020-04-28,8,0,Country_Website
Ireland,IE,IRL,4904240,2020-04-28,753,113,Country_Website
Italy,IT,ITA,60359546,2020-04-28,21586,1863,Country_Github
Latvia,LV,LVA,1919968,2020-04-28,45,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-28,117,25,Country_Website
Malta,MT,MLT,493559,2020-04-28,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-28,,760,Other Website
Norway,NO,NOR,5328212,2020-04-28,119,,Country_API
Poland,PL,POL,37972812,2020-04-28,2934,,Surveillance
Portugal,PT,PRT,10276617,2020-04-28,936,172,Country_Website
Romania,RO,ROU,19414458,2020-04-28,,243,Country_Website
Slovakia,SK,SVK,5450421,2020-04-28,175,,JRC
Slovenia,SI,SVN,2080908,2020-04-28,77,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-28,14089,,Country_Website
Austria,AT,AUT,8858775,2020-04-27,579,140,Surveillance
Belgium,BE,BEL,11455519,2020-04-27,3976,876,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-27,301,41,External_Github
Croatia,HR,HRV,4076246,2020-04-27,303,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-27,310,68,Country_Website
Denmark,DK,DNK,5806081,2020-04-27,310,72,Country_Website
Estonia,EE,EST,1324820,2020-04-27,90,12,Country_API
Finland,FI,FIN,5517919,2020-04-27,187,56,External_Github
France,FR,FRA,67012883,2020-04-27,27954,4526,Country_Website
Iceland,IS,ISL,356991,2020-04-27,10,1,Country_Website
Ireland,IE,IRL,4904240,2020-04-27,771,117,Country_Website
Italy,IT,ITA,60359546,2020-04-27,22309,1956,Country_Github
Latvia,LV,LVA,1919968,2020-04-27,41,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-27,114,25,Country_Website
Malta,MT,MLT,493559,2020-04-27,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-27,,781,Other Website
Norway,NO,NOR,5328212,2020-04-27,125,,Country_API
Poland,PL,POL,37972812,2020-04-27,2759,,Surveillance
Portugal,PT,PRT,10276617,2020-04-27,995,176,Country_Website
Romania,RO,ROU,19414458,2020-04-27,,227,Country_Website
Slovakia,SK,SVK,5450421,2020-04-27,186,,JRC
Slovenia,SI,SVN,2080908,2020-04-27,80,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-27,14769,,Country_Website
Belgium,BE,BEL,11455519,2020-04-26,3968,903,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-26,292,37,External_Github
Croatia,HR,HRV,4076246,2020-04-26,314,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-26,310,72,Country_Website
Denmark,DK,DNK,5806081,2020-04-26,285,70,Country_Website
Estonia,EE,EST,1324820,2020-04-26,96,11,Country_API
Finland,FI,FIN,5517919,2020-04-26,189,62,External_Github
France,FR,FRA,67012883,2020-04-26,28114,4598,Country_Website
Iceland,IS,ISL,356991,2020-04-26,13,2,Country_Website
Ireland,IE,IRL,4904240,2020-04-26,758,120,Country_Website
Italy,IT,ITA,60359546,2020-04-26,23381,2009,Country_Github
Latvia,LV,LVA,1919968,2020-04-26,39,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-26,125,25,Country_Website
Malta,MT,MLT,493559,2020-04-26,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-26,,804,Other Website
Norway,NO,NOR,5328212,2020-04-26,122,,Country_API
Poland,PL,POL,37972812,2020-04-26,2749,,Surveillance
Portugal,PT,PRT,10276617,2020-04-26,1005,182,Country_Website
Romania,RO,ROU,19414458,2020-04-26,,236,Country_Website
Slovakia,SK,SVK,5450421,2020-04-26,181,,JRC
Slovenia,SI,SVN,2080908,2020-04-26,80,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-26,14671,,Country_Website
Belgium,BE,BEL,11455519,2020-04-25,3957,901,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-25,292,41,External_Github
Croatia,HR,HRV,4076246,2020-04-25,316,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-25,314,71,Country_Website
Denmark,DK,DNK,5806081,2020-04-25,290,70,Country_Website
Estonia,EE,EST,1324820,2020-04-25,97,11,Country_API
Finland,FI,FIN,5517919,2020-04-25,190,60,External_Github
France,FR,FRA,67012883,2020-04-25,28119,4641,Country_Website
Iceland,IS,ISL,356991,2020-04-25,14,3,Country_Website
Ireland,IE,IRL,4904240,2020-04-25,736,123,Country_Website
Italy,IT,ITA,60359546,2020-04-25,23635,2102,Country_Github
Latvia,LV,LVA,1919968,2020-04-25,39,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-25,126,28,Country_Website
Malta,MT,MLT,493559,2020-04-25,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-25,,828,Other Website
Norway,NO,NOR,5328212,2020-04-25,114,,Country_API
Poland,PL,POL,37972812,2020-04-25,2821,,Surveillance
Portugal,PT,PRT,10276617,2020-04-25,1040,186,Country_Website
Romania,RO,ROU,19414458,2020-04-25,,235,Country_Website
Slovakia,SK,SVK,5450421,2020-04-25,212,,JRC
Slovenia,SI,SVN,2080908,2020-04-25,77,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-25,14776,,Country_Website
Austria,AT,AUT,8858775,2020-04-24,651,156,Surveillance
Belgium,BE,BEL,11455519,2020-04-24,4195,934,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-24,282,41,External_Github
Croatia,HR,HRV,4076246,2020-04-24,325,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-24,330,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-24,320,69,Country_Website
Estonia,EE,EST,1324820,2020-04-24,100,10,Country_API
Finland,FI,FIN,5517919,2020-04-24,199,61,External_Github
France,FR,FRA,67012883,2020-04-24,28554,4785,Country_Website
Iceland,IS,ISL,356991,2020-04-24,14,3,Country_Website
Ireland,IE,IRL,4904240,2020-04-24,745,118,Country_Website
Italy,IT,ITA,60359546,2020-04-24,24241,2173,Country_Github
Latvia,LV,LVA,1919968,2020-04-24,40,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-24,139,30,Country_Website
Malta,MT,MLT,493559,2020-04-24,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-24,,858,Other Website
Norway,NO,NOR,5328212,2020-04-24,120,,Country_API
Poland,PL,POL,37972812,2020-04-24,3095,,Surveillance
Portugal,PT,PRT,10276617,2020-04-24,1068,188,Country_Website
Romania,RO,ROU,19414458,2020-04-24,,241,Country_Website
Slovakia,SK,SVK,5450421,2020-04-24,222,,JRC
Slovenia,SI,SVN,2080908,2020-04-24,78,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-24,15314,,Country_Website
Austria,AT,AUT,8858775,2020-04-23,677,169,Surveillance
Belgium,BE,BEL,11455519,2020-04-23,4355,970,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-23,270,37,External_Github
Croatia,HR,HRV,4076246,2020-04-23,321,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-23,336,78,Country_Website
Denmark,DK,DNK,5806081,2020-04-23,319,74,Country_Website
Estonia,EE,EST,1324820,2020-04-23,108,11,Country_API
Finland,FI,FIN,5517919,2020-04-23,206,60,External_Github
France,FR,FRA,67012883,2020-04-23,29113,4967,Country_Website
Iceland,IS,ISL,356991,2020-04-23,15,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-23,742,123,Country_Website
Italy,IT,ITA,60359546,2020-04-23,25138,2267,Country_Github
Latvia,LV,LVA,1919968,2020-04-23,40,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-23,142,30,Country_Website
Malta,MT,MLT,493559,2020-04-23,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-23,,875,Other Website
Norway,NO,NOR,5328212,2020-04-23,123,,Country_API
Poland,PL,POL,37972812,2020-04-23,3099,,Surveillance
Portugal,PT,PRT,10276617,2020-04-23,1095,204,Country_Website
Romania,RO,ROU,19414458,2020-04-23,,236,Country_Website
Slovenia,SI,SVN,2080908,2020-04-23,80,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-23,15931,,Country_Website
Austria,AT,AUT,8858775,2020-04-22,700,176,Surveillance
Belgium,BE,BEL,11455519,2020-04-22,4527,993,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-22,281,40,External_Github
Croatia,HR,HRV,4076246,2020-04-22,314,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-22,343,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-22,324,80,Country_Website
Estonia,EE,EST,1324820,2020-04-22,110,12,Country_API
Finland,FI,FIN,5517919,2020-04-22,199,63,External_Github
France,FR,FRA,67012883,2020-04-22,29627,5127,Country_Website
Iceland,IS,ISL,356991,2020-04-22,15,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-22,778,131,Country_Website
Italy,IT,ITA,60359546,2020-04-22,26189,2384,Country_Github
Latvia,LV,LVA,1919968,2020-04-22,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-22,160,35,Country_Website
Malta,MT,MLT,493559,2020-04-22,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-22,,917,Other Website
Norway,NO,NOR,5328212,2020-04-22,129,,Country_API
Poland,PL,POL,37972812,2020-04-22,3505,,Surveillance
Portugal,PT,PRT,10276617,2020-04-22,1146,207,Country_Website
Romania,RO,ROU,19414458,2020-04-22,,288,Country_Website
Slovenia,SI,SVN,2080908,2020-04-22,82,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-22,16497,,Country_Website
Austria,AT,AUT,8858775,2020-04-21,756,196,Surveillance
Belgium,BE,BEL,11455519,2020-04-21,4765,1020,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-21,268,34,External_Github
Croatia,HR,HRV,4076246,2020-04-21,317,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-21,366,79,Country_Website
Denmark,DK,DNK,5806081,2020-04-21,335,81,Country_Website
Estonia,EE,EST,1324820,2020-04-21,110,13,Country_API
Finland,FI,FIN,5517919,2020-04-21,202,63,External_Github
France,FR,FRA,67012883,2020-04-21,29984,5334,Country_Website
Iceland,IS,ISL,356991,2020-04-21,18,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-21,774,133,Country_Website
Italy,IT,ITA,60359546,2020-04-21,26605,2471,Country_Github
Latvia,LV,LVA,1919968,2020-04-21,43,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-21,164,38,Country_Website
Malta,MT,MLT,493559,2020-04-21,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-21,,973,Other Website
Norway,NO,NOR,5328212,2020-04-21,144,,Country_API
Poland,PL,POL,37972812,2020-04-21,2914,,Surveillance
Portugal,PT,PRT,10276617,2020-04-21,1172,213,Country_Website
Romania,RO,ROU,19414458,2020-04-21,,245,Country_Website
Slovenia,SI,SVN,2080908,2020-04-21,86,25,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-21,17074,,Country_Website
Belgium,BE,BEL,11455519,2020-04-20,4996,1079,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-20,268,36,External_Github
Croatia,HR,HRV,4076246,2020-04-20,324,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-20,349,78,Country_Website
Denmark,DK,DNK,5806081,2020-04-20,336,84,Country_Website
Estonia,EE,EST,1324820,2020-04-20,121,14,Country_API
Finland,FI,FIN,5517919,2020-04-20,209,67,External_Github
France,FR,FRA,67012883,2020-04-20,30462,5584,Country_Website
Iceland,IS,ISL,356991,2020-04-20,21,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-20,820,139,Country_Website
Italy,IT,ITA,60359546,2020-04-20,27479,2573,Country_Github
Latvia,LV,LVA,1919968,2020-04-20,45,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-20,169,39,Country_Website
Malta,MT,MLT,493559,2020-04-20,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-20,,1010,Other Website
Norway,NO,NOR,5328212,2020-04-20,160,,Country_API
Poland,PL,POL,37972812,2020-04-20,2511,,Surveillance
Portugal,PT,PRT,10276617,2020-04-20,1208,215,Country_Website
Romania,RO,ROU,19414458,2020-04-20,,261,Country_Website
Slovenia,SI,SVN,2080908,2020-04-20,87,26,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-20,17333,,Country_Website
Austria,AT,AUT,8858775,2020-04-19,817,,Surveillance
Belgium,BE,BEL,11455519,2020-04-19,4940,1071,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-19,259,36,External_Github
Croatia,HR,HRV,4076246,2020-04-19,331,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-19,344,81,Country_Website
Denmark,DK,DNK,5806081,2020-04-19,319,84,Country_Website
Estonia,EE,EST,1324820,2020-04-19,124,14,Country_API
Finland,FI,FIN,5517919,2020-04-19,192,68,External_Github
France,FR,FRA,67012883,2020-04-19,30486,5644,Country_Website
Iceland,IS,ISL,356991,2020-04-19,27,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-19,816,133,Country_Website
Italy,IT,ITA,60359546,2020-04-19,27668,2635,Country_Github
Latvia,LV,LVA,1919968,2020-04-19,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-19,171,39,Country_Website
Malta,MT,MLT,493559,2020-04-19,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-19,,1029,Other Website
Norway,NO,NOR,5328212,2020-04-19,153,,Country_API
Poland,PL,POL,37972812,2020-04-19,2482,,Surveillance
Portugal,PT,PRT,10276617,2020-04-19,1243,224,Country_Website
Romania,RO,ROU,19414458,2020-04-19,,256,Country_Website
Slovenia,SI,SVN,2080908,2020-04-19,89,26,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-19,17455,,Country_Website
Belgium,BE,BEL,11455519,2020-04-18,4892,1081,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-18,246,44,External_Github
Croatia,HR,HRV,4076246,2020-04-18,361,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-18,338,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-18,317,87,Country_Website
Estonia,EE,EST,1324820,2020-04-18,,10,Surveillance
Estonia,EE,EST,1324820,2020-04-18,123,,Country_API
Finland,FI,FIN,5517919,2020-04-18,199,70,External_Github
France,FR,FRA,67012883,2020-04-18,30515,5733,Country_Website
Iceland,IS,ISL,356991,2020-04-18,28,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-18,811,134,Country_Website
Italy,IT,ITA,60359546,2020-04-18,27740,2733,Country_Github
Latvia,LV,LVA,1919968,2020-04-18,37,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-18,176,40,Country_Website
Malta,MT,MLT,493559,2020-04-18,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-18,,1058,Other Website
Norway,NO,NOR,5328212,2020-04-18,148,,Country_API
Portugal,PT,PRT,10276617,2020-04-18,1253,228,Country_Website
Romania,RO,ROU,19414458,2020-04-18,,248,Country_Website
Slovenia,SI,SVN,2080908,2020-04-18,93,27,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-18,17442,,Country_Website
Austria,AT,AUT,8858775,2020-04-17,909,,Surveillance
Belgium,BE,BEL,11455519,2020-04-17,5088,1119,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-17,244,44,External_Github
Croatia,HR,HRV,4076246,2020-04-17,372,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-17,355,81,Country_Website
Denmark,DK,DNK,5806081,2020-04-17,350,93,Country_Website
Estonia,EE,EST,1324820,2020-04-17,118,,Country_API
Estonia,EE,EST,1324820,2020-04-17,,11,Surveillance
Finland,FI,FIN,5517919,2020-04-17,208,73,External_Github
France,FR,FRA,67012883,2020-04-17,31061,5922,Country_Website
Iceland,IS,ISL,356991,2020-04-17,27,5,Country_Website
Ireland,IE,IRL,4904240,2020-04-17,852,137,Country_Website
Italy,IT,ITA,60359546,2020-04-17,28598,2812,Country_Github
Latvia,LV,LVA,1919968,2020-04-17,42,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-17,163,39,Country_Website
Malta,MT,MLT,493559,2020-04-17,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-17,,1104,Other Website
Norway,NO,NOR,5328212,2020-04-17,165,,Country_API
Poland,PL,POL,37972812,2020-04-17,2673,,Surveillance
Portugal,PT,PRT,10276617,2020-04-17,1284,222,Country_Website
Romania,RO,ROU,19414458,2020-04-17,,258,Country_Website
Slovenia,SI,SVN,2080908,2020-04-17,95,28,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-17,17303,,Country_Website
Austria,AT,AUT,8858775,2020-04-16,967,,Surveillance
Belgium,BE,BEL,11455519,2020-04-16,5181,1150,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-16,227,37,External_Github
Croatia,HR,HRV,4076246,2020-04-16,372,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-16,363,83,Country_Website
Denmark,DK,DNK,5806081,2020-04-16,353,92,Country_Website
Estonia,EE,EST,1324820,2020-04-16,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-16,125,,Country_API
Finland,FI,FIN,5517919,2020-04-16,215,76,External_Github
France,FR,FRA,67012883,2020-04-16,31172,6139,Country_Website
Iceland,IS,ISL,356991,2020-04-16,30,3,Country_Website
Ireland,IE,IRL,4904240,2020-04-16,856,142,Country_Website
